presentations
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),講演者(日本語),講演者(英語),会議名(日本語),会議名(英語),発表年月日,開催年月日(From),開催年月日(To),招待の有無,記述言語,会議種別,主催者(日本語),主催者(英語),開催地(日本語),開催地(英語),国・地域,概要(日本語),概要(英語),国際・国内会議,国際共著,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,48397732,"Incommensurate Grain Boundary Structure in Silicon Steel","Incommensurate Grain Boundary Structure in Silicon Steel","[Takehito Seki\, Toshihiro Futazuka\, Nobusato Morishige\, Ryo Matsubara\, Yuichi Ikuhara\, Naoya Shibata]","[Takehito Seki\, Toshihiro Futazuka\, Nobusato Morishige\, Ryo Matsubara\, Yuichi Ikuhara\, Naoya Shibata]","The 17th International Conference on Intergranular and Interphase Boundaries in Materials","The 17th International Conference on Intergranular and Interphase Boundaries in Materials",2024-07-09,null,null,false,eng,oral_presentation,null,null,"Beijing, China","Beijing, China",null,null,null,true,null,https://iib2024.org/,null,false,closed
insert,merge,null,48397735,"ScAlN/GaN ヘテロ接合界面の原子分解能STEM観察","ScAlN/GaN ヘテロ接合界面の原子分解能STEM観察","[橋本 晋亮\, 関 岳人\, 前田 拓也\, 小林 篤\, 幾原 雄一\, 柴田 直哉]","[橋本 晋亮\, 関 岳人\, 前田 拓也\, 小林 篤\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-05,null,null,false,jpn,oral_presentation,null,null,"幕張メッセ国際会議場, 千葉県","幕張メッセ国際会議場, 千葉県",null,null,null,false,null,null,null,false,closed
insert,merge,null,48397737,微分可能STEMシミュレーションによる物理パラメータ推定法の検討,微分可能STEMシミュレーションによる物理パラメータ推定法の検討,"[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-04,null,null,false,jpn,oral_presentation,null,null,"幕張メッセ国際会議場, 千葉県","幕張メッセ国際会議場, 千葉県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2024/schedule.html,null,false,closed
insert,merge,null,48397733,"DPC STEMによる強磁性準結晶の結晶磁気異方性観察","DPC STEMによる強磁性準結晶の結晶磁気異方性観察","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 河野 裕二\, 幾原 雄一\, 柴田 直哉]","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 河野 裕二\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-04,null,null,false,jpn,oral_presentation,null,null,"幕張メッセ国際会議場, 千葉県","幕張メッセ国際会議場, 千葉県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2024/schedule.html,null,false,closed
insert,merge,null,48397749,"DPC STEMによるナノ結晶軟磁性材料の磁化反転その場観察","DPC STEMによるナノ結晶軟磁性材料の磁化反転その場観察","[許 マイケル\, 村上 善樹\, 関 岳人\, 河野 祐二\, 太田 元基\, 幾原 雄一\, 柴田 直哉]","[許 マイケル\, 村上 善樹\, 関 岳人\, 河野 祐二\, 太田 元基\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-03,null,null,false,jpn,poster_presentation,null,null,"幕張メッセ国際会議場, 千葉県","幕張メッセ国際会議場, 千葉県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2024/,null,false,closed
insert,merge,null,48397746,原子分解能磁場フリー電子顕微鏡によるケイ素鋼粒界の長周期構造解析,原子分解能磁場フリー電子顕微鏡によるケイ素鋼粒界の長周期構造解析,"[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-03,null,null,false,jpn,oral_presentation,null,null,"幕張メッセ, 千葉県","幕張メッセ, 千葉県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2024/,null,false,closed
insert,merge,null,48397742,"電圧印加その場DPC STEMによるpn接合内蔵電場応答の解析","電圧印加その場DPC STEMによるpn接合内蔵電場応答の解析","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-03,null,null,false,jpn,oral_presentation,null,null,"幕張メッセ国際会議場, 千葉県","幕張メッセ国際会議場, 千葉県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2024/,null,false,closed
insert,merge,null,48397739,"OBF STEM法に基づく2次元物質の低電子ドーズ観察法の開発","OBF STEM法に基づく2次元物質の低電子ドーズ観察法の開発","[山本 七海\, 埜上 満\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[山本 七海\, 埜上 満\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-03,null,null,false,jpn,poster_presentation,null,null,"幕張メッセ国際会議場, 千葉県","幕張メッセ国際会議場, 千葉県",null,null,null,false,null,null,null,false,closed
insert,merge,null,48397736,"tDPC STEMによるデバイス・材料局所電磁場観察","tDPC STEMによるデバイス・材料局所電磁場観察","[遠山 慧子\, 関 岳人\, 柴田 直哉]","[遠山 慧子\, 関 岳人\, 柴田 直哉]",日本顕微鏡学会学術講演会,日本顕微鏡学会学術講演会,2024-06-03,null,null,true,jpn,invited_oral_presentation,null,null,"幕張メッセ, 千葉県","幕張メッセ, 千葉県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/conf2024/,null,false,closed
insert,merge,null,46648605,ケイ素鋼の粒界原子構造直接観察と理論計算,ケイ素鋼の粒界原子構造直接観察と理論計算,"[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]",日本金属学会春期講演大会,日本金属学会春期講演大会,2024-03-14,null,null,false,jpn,oral_presentation,null,null,"東京理科大学, 東京都","東京理科大学, 東京都",null,null,null,false,null,https://confit.atlas.jp/guide/event/jimm2024spring/top,null,false,closed
insert,merge,null,46648607,"ピクセル型検出器を用いたOBF STEM法の高度化","ピクセル型検出器を用いたOBF STEM法の高度化","[埜上 満\, 大江 耕介\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[埜上 満\, 大江 耕介\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","日本顕微鏡学会 超高分解能顕微鏡法分科会 研究討論会","日本顕微鏡学会 超高分解能顕微鏡法分科会 研究討論会",2024-03-09,null,null,true,jpn,invited_oral_presentation,null,null,"マホロバ・マインズ三浦, 神奈川県","マホロバ・マインズ三浦, 神奈川県",null,null,null,false,null,null,null,false,closed
insert,merge,null,46648604,"極低温DPC STEMによる強磁性準結晶の局所磁区構造観察","極低温DPC STEMによる強磁性準結晶の局所磁区構造観察","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 河野 裕二\, 幾原 雄一\, 柴田 直哉]","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 河野 裕二\, 幾原 雄一\, 柴田 直哉]","2023 年度 日本顕微鏡学会 超高分解能顕微鏡法分科会 研究討論会","2023 年度 日本顕微鏡学会 超高分解能顕微鏡法分科会 研究討論会",2024-03-09,null,null,false,jpn,oral_presentation,null,null,"マホロバ・マインズ三浦, 神奈川県","マホロバ・マインズ三浦, 神奈川県",null,null,null,false,null,https://microscopy.or.jp/20240123-1/,null,false,closed
insert,merge,null,46648610,磁場フリーSTEMによる鉄鋼粒界原子構造の直接観察,磁場フリーSTEMによる鉄鋼粒界原子構造の直接観察,"[関 岳人\, 二塚 俊洋\, 森重 宣鄕\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[関 岳人\, 二塚 俊洋\, 森重 宣鄕\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム",2024-03-07,null,null,false,jpn,oral_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,null,null,false,closed
insert,merge,null,46648609,"OBF STEMの高度化・新規収差補正法の開発","OBF STEMの高度化・新規収差補正法の開発","[関 岳人\, 埜上 満\, 大江 耕介\, 幾原 雄一\, 柴田 直哉]","[関 岳人\, 埜上 満\, 大江 耕介\, 幾原 雄一\, 柴田 直哉]","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム",2024-03-07,null,null,false,jpn,oral_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,true,null,null,false,closed
insert,merge,null,46648608,"tDPC STEM の磁性材料への応用","tDPC STEM の磁性材料への応用","[村上 善樹\, 遠山 慧子\, 許 マイケル\, 河野 祐二\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[村上 善樹\, 遠山 慧子\, 許 マイケル\, 河野 祐二\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム",2024-03-07,null,null,false,jpn,oral_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,null,null,false,closed
insert,merge,null,46648606,STEMによる局所原子振動定量観察法の開発,STEMによる局所原子振動定量観察法の開発,"[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム","JST ERATO「柴田超原子分解能電子顕微鏡プロジェクト」第１回公開シンポジウム",2024-03-07,null,null,false,jpn,oral_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,true,null,null,null,false,closed
insert,merge,null,46648603,"DPC STEMによる強磁性準結晶の結晶磁気異方性観察","DPC STEMによる強磁性準結晶の結晶磁気異方性観察","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 幾原 雄一\, 柴田 直哉]","[岩田 健史\, 関 岳人\, 石川 明日香\, 田村 隆治\, 幾原 雄一\, 柴田 直哉]",準結晶研究会,準結晶研究会,2023-12-19,null,null,false,jpn,oral_presentation,null,null,"北海道大学, 北海道","北海道大学, 北海道",null,null,null,false,null,https://www.rs.tus.ac.jp/hypermaterials/activity/index.html#meeting-28th-Quasicrystals-meeting,null,false,closed
insert,merge,null,46648602,"STEM 直接観察と理論計算を用いたケイ素鋼粒界の非整合原子構造探索","STEM 直接観察と理論計算を用いたケイ素鋼粒界の非整合原子構造探索","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]",準結晶研究会,準結晶研究会,2023-12-18,null,null,false,jpn,oral_presentation,null,null,"北海道大学, 北海道","北海道大学, 北海道",null,null,null,false,null,https://www.rs.tus.ac.jp/hypermaterials/activity/index.html#meeting-28th-Quasicrystals-meeting,null,false,closed
insert,merge,null,46648600,"Atomic-scale imaging of Anisotropic Rattling Motion in a Clathrate Compound by Scanning Transmission Electron Microscopy","Atomic-scale imaging of Anisotropic Rattling Motion in a Clathrate Compound by Scanning Transmission Electron Microscopy","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]",MRM2023/IUMRS-ICA2023,MRM2023/IUMRS-ICA2023,2023-12-14,null,null,false,eng,oral_presentation,null,null,"Kyoto, Japan","Kyoto, Japan",null,null,null,true,null,https://mrm2023.jmru.org/,null,false,closed
insert,merge,null,46648601,"Atomic-resolution STEM observation of a PZT/SRO/Pt epitaxial thin film","Atomic-resolution STEM observation of a PZT/SRO/Pt epitaxial thin film","[Shinsuke Hashimoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Shinsuke Hashimoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]",MRM2023/IUMRS-ICA2023,MRM2023/IUMRS-ICA2023,2023-12-12,null,null,false,eng,oral_presentation,null,null,"Kyoto, Japan","Kyoto, Japan",null,null,null,true,null,null,null,false,closed
insert,merge,null,44061791,"原子分解能磁場フリーSTEM を用いたケイ素鋼粒界の原子構造解析","原子分解能磁場フリーSTEM を用いたケイ素鋼粒界の原子構造解析","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会シンポジウム,日本顕微鏡学会シンポジウム,2023-11-12,null,null,false,jpn,poster_presentation,null,null,"Gメッセ群馬, 群馬県","Gメッセ群馬, 群馬県",null,null,null,false,null,https://microscopy.or.jp/symposium/,null,false,closed
insert,merge,null,44061790,PZT/SRO/Pt積層体断面の原子分解能STEM観察,PZT/SRO/Pt積層体断面の原子分解能STEM観察,"[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会シンポジウム,日本顕微鏡学会シンポジウム,2023-11-12,null,null,false,jpn,poster_presentation,null,null,"Gメッセ群馬, 群馬県","Gメッセ群馬, 群馬県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/sympo/66th/,null,false,closed
insert,merge,null,44061789,"電圧印加その場DPC STEMによるpn接合内蔵電場応答の観察","電圧印加その場DPC STEMによるpn接合内蔵電場応答の観察","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会シンポジウム,日本顕微鏡学会シンポジウム,2023-11-12,null,null,false,jpn,poster_presentation,null,null,"Gメッセ群馬, 群馬県","Gメッセ群馬, 群馬県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/sympo/66th/index.html,null,false,closed
insert,merge,null,44061788,"DPC STEMの結像理論と局所電磁場解析への応用","DPC STEMの結像理論と局所電磁場解析への応用","[関 岳人\, 幾原 雄一\, 柴田 直哉]","[関 岳人\, 幾原 雄一\, 柴田 直哉]",日本顕微鏡学会シンポジウム,日本顕微鏡学会シンポジウム,2023-11-11,null,null,true,jpn,invited_oral_presentation,null,null,"Gメッセ群馬, 群馬県","Gメッセ群馬, 群馬県",null,null,null,false,null,https://conference.wdc-jp.com/microscopy/sympo/66th/,null,false,disclosed
insert,merge,null,44061787,"Advancing scanning transmission electron microscopy","Advancing scanning transmission electron microscopy","[Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","Tsinghua Univ – Univ of Tokyo 8th Joint Symposium","Tsinghua Univ – Univ of Tokyo 8th Joint Symposium",2023-11-09,null,null,true,eng,invited_oral_presentation,null,null,"Tokyo, Japan","Tokyo, Japan",null,null,null,true,null,null,null,false,disclosed
insert,merge,null,44061778,"DPC STEM法を用いた磁場印加下の磁壁観察に基づくフェライト磁石の局所磁気特性評価","DPC STEM法を用いた磁場印加下の磁壁観察に基づくフェライト磁石の局所磁気特性評価","[村上 善樹\, 関 岳人\, 穴井 克樹\, 小林 義徳\, 川田 常宏\, 幾原 雄一\, 柴田 直哉]","[村上 善樹\, 関 岳人\, 穴井 克樹\, 小林 義徳\, 川田 常宏\, 幾原 雄一\, 柴田 直哉]",粉体粉末冶金協会2023年度秋季大会,粉体粉末冶金協会2023年度秋季大会,2023-10-19,null,null,false,jpn,oral_presentation,null,null,"同志社大学, 京都府","同志社大学, 京都府",null,null,null,false,null,https://confit.atlas.jp/guide/event/jspm2023a/top,null,false,closed
insert,merge,null,44061777,"DPC STEM法を用いた永久磁石中の磁壁幅直接計測","DPC STEM法を用いた永久磁石中の磁壁幅直接計測","[村上 善樹\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[村上 善樹\, 関 岳人\, 幾原 雄一\, 柴田 直哉]",日本磁気学会学術講演会,日本磁気学会学術講演会,2023-09-27,null,null,false,jpn,oral_presentation,null,null,"大阪大学, 大阪府","大阪大学, 大阪府",null,null,null,false,null,https://www.magnetics.jp/kouenkai/2023/,null,false,closed
insert,merge,null,44061764,"Quantitative Analysis of Atomic Rattling Motion in a Clathrate Compound by STEM with a Segmented Detector","Quantitative Analysis of Atomic Rattling Motion in a Clathrate Compound by STEM with a Segmented Detector","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","The 20th International Microscopy Congress","The 20th International Microscopy Congress",2023-09-13,null,null,false,eng,poster_presentation,null,null,"Busan, Korea","Busan, Korea",null,null,null,true,null,https://www.imc20.kr/,null,false,closed
insert,merge,null,44061781,"Towards quantitative observation of electric fields in ferroelectric domains by DPC STEM","Towards quantitative observation of electric fields in ferroelectric domains by DPC STEM","[Masaya Takamoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Masaya Takamoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","The 20th International Microscopy Congress","The 20th International Microscopy Congress",2023-09-12,null,null,false,eng,oral_presentation,null,null,"Busan, Korea","Busan, Korea",null,null,null,true,null,https://www.imc20.kr/,null,false,closed
insert,merge,null,44061765,"Toward quantitative observation of electric fields in ferroelectric domains by DPC STEM","Toward quantitative observation of electric fields in ferroelectric domains by DPC STEM","[Masaya Takamoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Masaya Takamoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","The 20th International Microscopy Congress","The 20th International Microscopy Congress",2023-09-12,null,null,false,eng,oral_presentation,null,null,"Busan, Korea","Busan, Korea",null,null,null,true,null,null,null,false,closed
insert,merge,null,44061759,"High-resolution magnetic domain wall imaging in a magnetic field-free environment with tilt-scan averaged DPC STEM","High-resolution magnetic domain wall imaging in a magnetic field-free environment with tilt-scan averaged DPC STEM","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Yoshiki O. Murakami\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","The 20th International Microscopy Congress","The 20th International Microscopy Congress",2023-09-11,null,null,false,eng,oral_presentation,null,null,"Busan, Korea","Busan, Korea",null,null,null,true,null,https://www.imc20.kr/,null,false,closed
insert,merge,null,44061755,"Observation-Parameter Estimation from 4D Dataset and Its Application to OBF STEM","Observation-Parameter Estimation from 4D Dataset and Its Application to OBF STEM","[Mitsuru Nogami\, Takehito Seki\, Kousuke Ooe\, Yuichi Ikuhara\, Naoya Shibata]","[Mitsuru Nogami\, Takehito Seki\, Kousuke Ooe\, Yuichi Ikuhara\, Naoya Shibata]","The 20th International Microscopy Congress","The 20th International Microscopy Congress",2023-09-11,null,null,false,eng,oral_presentation,null,null,"Busan, Korea","Busan, Korea",null,null,null,true,null,https://www.imc20.kr/,null,false,closed
insert,merge,null,44061754,"Structural analysis of an incommensurate grain boundary in silicon steel by atomic-resolution STEM in a magnetic field-free environment","Structural analysis of an incommensurate grain boundary in silicon steel by atomic-resolution STEM in a magnetic field-free environment","[Takehito Seki\, Toshihiro Futazuka\, Nobusato Morishige\, Ryo Matsubara\, Yuichi Ikuhara\, Naoya Shibata]","[Takehito Seki\, Toshihiro Futazuka\, Nobusato Morishige\, Ryo Matsubara\, Yuichi Ikuhara\, Naoya Shibata]","The 20th International Microscopy Congress","The 20th International Microscopy Congress",2023-09-11,null,null,false,eng,oral_presentation,null,null,"Busan, Korea","Busan, Korea",null,null,null,true,null,https://www.imc20.kr/,null,false,closed
insert,merge,null,44061782,"DPC STEM法を用いた強誘電体の帯電ドメイン壁観察","DPC STEM法を用いた強誘電体の帯電ドメイン壁観察","[髙本 昌弥\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[髙本 昌弥\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手の会","新学術領域研究「機能コアの材料科学」 若手の会",2023-08-01,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,https://www.core.mp.pse.nagoya-u.ac.jp/topics/post-1427/,null,false,closed
insert,merge,null,44061775,"DPC STEM法を用いた強磁性準結晶の磁区構造観察","DPC STEM法を用いた強磁性準結晶の磁区構造観察","[岩田 健史\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[岩田 健史\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議",2023-08-01,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,https://www.core.mp.pse.nagoya-u.ac.jp/topics/post-1427/,null,false,closed
insert,merge,null,44061768,薄膜アクチュエータ断面の原子分解能STEM観察,薄膜アクチュエータ断面の原子分解能STEM観察,"[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[橋本 晋亮\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手講演会","新学術領域研究「機能コアの材料科学」 若手講演会",2023-08-01,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,null,null,false,closed
insert,merge,null,44061763,STEMによるクラスレート化合物中の原子ラットリング振動の直接観察,STEMによるクラスレート化合物中の原子ラットリング振動の直接観察,"[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[田畑 浩大\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手の会","新学術領域研究「機能コアの材料科学」 若手の会",2023-08-01,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,null,null,false,closed
insert,merge,null,43169813,"DPC STEMによる機能コアの高分解能電磁場観察","DPC STEMによる機能コアの高分解能電磁場観察","[関 岳人]","[関 岳人]",新学術領域研究「機能コアの材料科学」若手講演会,新学術領域研究「機能コアの材料科学」若手講演会,2023-08-01,null,null,true,jpn,invited_oral_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,https://www.core.mp.pse.nagoya-u.ac.jp/topics/post-1427/,null,false,disclosed
insert,merge,null,44061786,ケイ素鋼粒界のSTEM直接観察と理論計算による安定構造探索,ケイ素鋼粒界のSTEM直接観察と理論計算による安定構造探索,"[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","[新井 雅樹\, 二塚 俊洋\, 関 岳人\, 森重 宣郷\, 松原 稜\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議",2023-07-31,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,https://www.core.mp.pse.nagoya-u.ac.jp/topics/post-1427/,null,false,closed
insert,merge,null,44061772,"電圧印加その場DPC STEMによるpn接合の内蔵電場解析","電圧印加その場DPC STEMによるpn接合の内蔵電場解析","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[小島 嘉文\, 遠山 慧子\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議",2023-07-31,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,https://www.core.mp.pse.nagoya-u.ac.jp/topics/post-1427/,null,false,closed
insert,merge,null,44061758,"結像パラメータ推定によるOBF STEMの原子像再構成法の改良","結像パラメータ推定によるOBF STEMの原子像再構成法の改良","[埜上 満\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","[埜上 満\, 関 岳人\, 幾原 雄一\, 柴田 直哉]","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議","新学術領域研究「機能コアの材料科学」 若手の会・領域全体会議 合同会議",2023-07-31,null,null,false,jpn,poster_presentation,null,null,"東京大学, 東京都","東京大学, 東京都",null,null,null,false,null,https://www.core.mp.pse.nagoya-u.ac.jp/wp/wp-content/uploads/2023/07/94ca332cd76737fd9229f74e8af826e7.pdf,null,false,closed
insert,merge,null,44061762,"Direct observation of anisotropic atomic vibrations by STEM with a segmented detector","Direct observation of anisotropic atomic vibrations by STEM with a segmented detector","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","Advanced Electron Microscopy Workshop for Young Scientists","Advanced Electron Microscopy Workshop for Young Scientists",2023-07-04,null,null,false,eng,oral_presentation,null,null,"Tokyo, Japan","Tokyo, Japan",null,null,null,true,null,null,null,false,closed
insert,merge,null,44061783,"Diffraction contrast of ferroelectric domains in DPC STEM images","Diffraction contrast of ferroelectric domains in DPC STEM images","[Masaya Takamoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Masaya Takamoto\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","IAMNano 2023","IAMNano 2023",2023-06-29,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,null,null,null,false,closed
insert,merge,null,44061761,"Direct imaging of local anisotropic atomic vibrations","Direct imaging of local anisotropic atomic vibrations","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]","[Koudai Tabata\, Takehito Seki\, Yuichi Ikuhara\, Naoya Shibata]",IAMNano2023,IAMNano2023,2023-06-29,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,null,https://webpark2165.sakura.ne.jp/iamnano2023/,null,false,closed
insert,merge,null,44061785,"Atomic structure analysis of silicon steel grain boundaries by STEM observations and theoretical calculations","Atomic structure analysis of silicon steel grain boundaries by STEM observations and theoretical calculations","[Masaki Arai\, Toshihiro Futatzuka\, Takehito Seki\, Nobusato Morishige\, Ryo Matsubara\, Yuichi Ikuhara\, Naoya Shibata]","[Masaki Arai\, Toshihiro Futatzuka\, Takehito Seki\, Nobusato Morishige\, Ryo Matsubara\, Yuichi Ikuhara\, Naoya Shibata]",IAMNano2023,IAMNano2023,2023-06-28,null,null,false,eng,poster_presentation,null,null,"Matsue, Japan","Matsue, Japan",null,null,null,true,null,https://webpark2165.sakura.ne.jp/iamnano2023/,null,false,closed
